Institute,Branch Name,Quota,Category,Seat Pool,Opening Rank,Closing Rank,Round No,State
NIT Allahabad,"Bio Technology (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,21754,29475,7,Uttar Pradesh
NIT Allahabad,"Bio Technology (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,28997,36900,7,Uttar Pradesh
NIT Allahabad,"Bio Technology (4 Years, Bachelor of Technology)",HS,OPEN-PwD,Gender-Neutral,2452,2452,7,Uttar Pradesh
NIT Allahabad,"Bio Technology (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,4753,5500,7,Uttar Pradesh
NIT Allahabad,"Bio Technology (4 Years, Bachelor of Technology)",HS,SC,Female-Only,6655,6655,7,Uttar Pradesh
NIT Allahabad,"Bio Technology (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,5490,5490,7,Uttar Pradesh
NIT Allahabad,"Bio Technology (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,11046,12041,7,Uttar Pradesh
NIT Allahabad,"Bio Technology (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,5043,5043,7,Uttar Pradesh
NIT Allahabad,"Bio Technology (4 Years, Bachelor of Technology)",OS,EWS,Female-Only,5928,5928,7,Uttar Pradesh
NIT Allahabad,"Bio Technology (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,22006,37118,7,Uttar Pradesh
NIT Allahabad,"Bio Technology (4 Years, Bachelor of Technology)",OS,OPEN,Female-Only,35787,39973,7,Uttar Pradesh
NIT Allahabad,"Bio Technology (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,5291,5595,7,Uttar Pradesh
NIT Allahabad,"Bio Technology (4 Years, Bachelor of Technology)",OS,SC,Female-Only,8125,8125,7,Uttar Pradesh
NIT Allahabad,"Bio Technology (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,2769,3033,7,Uttar Pradesh
NIT Allahabad,"Bio Technology (4 Years, Bachelor of Technology)",OS,ST,Female-Only,3394,3394,7,Uttar Pradesh
NIT Allahabad,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,3744,5922,7,Uttar Pradesh
NIT Allahabad,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,1840,1840,7,Uttar Pradesh
NIT Allahabad,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,2991,2991,7,Uttar Pradesh
NIT Allahabad,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,11123,14810,7,Uttar Pradesh
NIT Allahabad,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,17425,19642,7,Uttar Pradesh
NIT Allahabad,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,2799,2887,7,Uttar Pradesh
NIT Allahabad,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,4631,4631,7,Uttar Pradesh
NIT Allahabad,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,2660,2807,7,Uttar Pradesh
NIT Allahabad,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,5096,5096,7,Uttar Pradesh
NIT Allahabad,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,5263,6043,7,Uttar Pradesh
NIT Allahabad,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-Only,8309,8309,7,Uttar Pradesh
NIT Allahabad,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL-PwD,Gender-Neutral,680,680,7,Uttar Pradesh
NIT Allahabad,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,2407,2407,7,Uttar Pradesh
NIT Allahabad,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,15751,18983,7,Uttar Pradesh
NIT Allahabad,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-Only,19797,21634,7,Uttar Pradesh
NIT Allahabad,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN-PwD,Gender-Neutral,770,770,7,Uttar Pradesh
NIT Allahabad,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,3230,3903,7,Uttar Pradesh
NIT Allahabad,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-Only,6129,6129,7,Uttar Pradesh
NIT Allahabad,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1730,1730,7,Uttar Pradesh
NIT Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,4584,5837,7,Uttar Pradesh
NIT Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,7610,11993,7,Uttar Pradesh
NIT Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL-PwD,Gender-Neutral,381,381,7,Uttar Pradesh
NIT Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,2202,2320,7,Uttar Pradesh
NIT Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,3584,3584,7,Uttar Pradesh
NIT Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,13553,18118,7,Uttar Pradesh
NIT Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,16581,26507,7,Uttar Pradesh
NIT Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN-PwD,Gender-Neutral,519,519,7,Uttar Pradesh
NIT Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,935,2448,7,Uttar Pradesh
NIT Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,3085,3085,7,Uttar Pradesh
NIT Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,929,2777,7,Uttar Pradesh
NIT Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,2353,2353,7,Uttar Pradesh
NIT Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,4879,5778,7,Uttar Pradesh
NIT Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-Only,8112,10876,7,Uttar Pradesh
NIT Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,2441,2546,7,Uttar Pradesh
NIT Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,4689,19847,7,Uttar Pradesh
NIT Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-Only,23490,29751,7,Uttar Pradesh
NIT Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN-PwD,Gender-Neutral,548,548,7,Uttar Pradesh
NIT Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,1886,2753,7,Uttar Pradesh
NIT Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-Only,1811,1811,7,Uttar Pradesh
NIT Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,416,475,7,Uttar Pradesh
NIT Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-Only,672,672,7,Uttar Pradesh
NIT Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,812,1538,7,Uttar Pradesh
NIT Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,3053,3085,7,Uttar Pradesh
NIT Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL-PwD,Gender-Neutral,49,49,7,Uttar Pradesh
NIT Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,498,610,7,Uttar Pradesh
NIT Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,970,970,7,Uttar Pradesh
NIT Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS-PwD,Gender-Neutral,5,5,7,Uttar Pradesh
NIT Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,1449,4714,7,Uttar Pradesh
NIT Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,2612,8136,7,Uttar Pradesh
NIT Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN-PwD,Gender-Neutral,19,19,7,Uttar Pradesh
NIT Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN-PwD,Female-Only,98,98,7,Uttar Pradesh
NIT Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,523,806,7,Uttar Pradesh
NIT Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,1450,2045,7,Uttar Pradesh
NIT Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,284,779,7,Uttar Pradesh
NIT Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,1744,1744,7,Uttar Pradesh
NIT Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,700,1200,7,Uttar Pradesh
NIT Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-Only,1803,3630,7,Uttar Pradesh
NIT Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL-PwD,Gender-Neutral,45,45,7,Uttar Pradesh
NIT Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,349,434,7,Uttar Pradesh
NIT Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-Only,1151,1151,7,Uttar Pradesh
NIT Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,2111,3562,7,Uttar Pradesh
NIT Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-Only,4507,6198,7,Uttar Pradesh
NIT Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN-PwD,Gender-Neutral,93,93,7,Uttar Pradesh
NIT Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN-PwD,Female-Only,183,183,7,Uttar Pradesh
NIT Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,282,752,7,Uttar Pradesh
NIT Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-Only,1023,1350,7,Uttar Pradesh
NIT Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,224,363,7,Uttar Pradesh
NIT Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-Only,707,707,7,Uttar Pradesh
NIT Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST-PwD,Gender-Neutral,47,47,7,Uttar Pradesh
NIT Allahabad,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,3044,3599,7,Uttar Pradesh
NIT Allahabad,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,6512,7827,7,Uttar Pradesh
NIT Allahabad,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,1352,1380,7,Uttar Pradesh
NIT Allahabad,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,7698,11439,7,Uttar Pradesh
NIT Allahabad,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,14877,16818,7,Uttar Pradesh
NIT Allahabad,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OPEN-PwD,Gender-Neutral,54,54,7,Uttar Pradesh
NIT Allahabad,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,832,1235,7,Uttar Pradesh
NIT Allahabad,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,3469,3469,7,Uttar Pradesh
NIT Allahabad,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,1304,1649,7,Uttar Pradesh
NIT Allahabad,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,1907,1907,7,Uttar Pradesh
NIT Allahabad,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,2155,3487,7,Uttar Pradesh
NIT Allahabad,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-Only,5317,5437,7,Uttar Pradesh
NIT Allahabad,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL-PwD,Gender-Neutral,250,250,7,Uttar Pradesh
NIT Allahabad,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,1197,1203,7,Uttar Pradesh
NIT Allahabad,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,3330,10445,7,Uttar Pradesh
NIT Allahabad,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-Only,12655,15263,7,Uttar Pradesh
NIT Allahabad,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN-PwD,Gender-Neutral,558,558,7,Uttar Pradesh
NIT Allahabad,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,1004,1244,7,Uttar Pradesh
NIT Allahabad,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-Only,3705,3705,7,Uttar Pradesh
NIT Allahabad,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,SC-PwD,Female-Only,171,171,7,Uttar Pradesh
NIT Allahabad,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,383,605,7,Uttar Pradesh
NIT Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,1653,2833,7,Uttar Pradesh
NIT Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,5022,6112,7,Uttar Pradesh
NIT Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL-PwD,Gender-Neutral,151,151,7,Uttar Pradesh
NIT Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,928,1061,7,Uttar Pradesh
NIT Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-Only,2033,2033,7,Uttar Pradesh
NIT Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,3600,8433,7,Uttar Pradesh
NIT Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,7018,12716,7,Uttar Pradesh
NIT Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN-PwD,Gender-Neutral,156,156,7,Uttar Pradesh
NIT Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN-PwD,Female-Only,298,298,7,Uttar Pradesh
NIT Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,932,1639,7,Uttar Pradesh
NIT Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,3369,3855,7,Uttar Pradesh
NIT Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,1057,1480,7,Uttar Pradesh
NIT Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,2482,2482,7,Uttar Pradesh
NIT Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,1699,2785,7,Uttar Pradesh
NIT Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-Only,4701,5166,7,Uttar Pradesh
NIT Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL-PwD,Gender-Neutral,249,249,7,Uttar Pradesh
NIT Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,826,841,7,Uttar Pradesh
NIT Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-Only,1544,1544,7,Uttar Pradesh
NIT Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,EWS-PwD,Gender-Neutral,44,44,7,Uttar Pradesh
NIT Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,4615,7402,7,Uttar Pradesh
NIT Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-Only,6950,11836,7,Uttar Pradesh
NIT Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN-PwD,Gender-Neutral,146,146,7,Uttar Pradesh
NIT Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN-PwD,Female-Only,709,709,7,Uttar Pradesh
NIT Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,1318,1931,7,Uttar Pradesh
NIT Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-Only,2302,2825,7,Uttar Pradesh
NIT Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,99,933,7,Uttar Pradesh
NIT Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,3208,4212,7,Uttar Pradesh
NIT Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,9134,12841,7,Uttar Pradesh
NIT Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL-PwD,Gender-Neutral,451,451,7,Uttar Pradesh
NIT Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,1620,1672,7,Uttar Pradesh
NIT Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,7133,13139,7,Uttar Pradesh
NIT Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,21265,26808,7,Uttar Pradesh
NIT Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN-PwD,Gender-Neutral,816,816,7,Uttar Pradesh
NIT Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN-PwD,Female-Only,616,616,7,Uttar Pradesh
NIT Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,1141,2438,7,Uttar Pradesh
NIT Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,4090,4625,7,Uttar Pradesh
NIT Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,1563,1819,7,Uttar Pradesh
NIT Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-Only,4195,4195,7,Uttar Pradesh
NIT Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST-PwD,Gender-Neutral,65,65,7,Uttar Pradesh
NIT Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,3097,4347,7,Uttar Pradesh
NIT Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-Only,9513,10551,7,Uttar Pradesh
NIT Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,1571,1655,7,Uttar Pradesh
NIT Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-Only,4133,4133,7,Uttar Pradesh
NIT Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,6602,13393,7,Uttar Pradesh
NIT Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-Only,18872,23254,7,Uttar Pradesh
NIT Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN-PwD,Gender-Neutral,606,606,7,Uttar Pradesh
NIT Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,1279,2488,7,Uttar Pradesh
NIT Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-Only,5904,5904,7,Uttar Pradesh
NIT Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC-PwD,Gender-Neutral,105,105,7,Uttar Pradesh
NIT Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,483,1013,7,Uttar Pradesh
NIT Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-Only,3254,3254,7,Uttar Pradesh
NIT Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,6685,8040,7,Uttar Pradesh
NIT Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-Only,13699,13699,7,Uttar Pradesh
NIT Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL-PwD,Gender-Neutral,1228,1228,7,Uttar Pradesh
NIT Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,3271,3271,7,Uttar Pradesh
NIT Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,17242,22911,7,Uttar Pradesh
NIT Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-Only,27917,28025,7,Uttar Pradesh
NIT Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,OPEN-PwD,Gender-Neutral,1087,1087,7,Uttar Pradesh
NIT Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,2170,4160,7,Uttar Pradesh
NIT Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-Only,6027,6027,7,Uttar Pradesh
